
-- Random instance No.1 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
3	257.64	10000	131349	42.69	99.21
4	161.84	10000	49038	27.85	104.69
5	877.80	10000	211728	28.90	102.19
6	719.24	10000	281004	26.62	73.15
7	529.83	10000	84205	40.05	85.59
8	603.09	10000	51769	38.10	70.37
9	178.85	10000	118320	25.89	99.04
10	303.91	10000	67874	47.30	71.21
11	831.98	10000	244911	31.47	114.83
12	210.47	10000	166657	43.52	84.92
13	222.00	10000	168448	26.84	116.43
14	925.04	10000	34793	38.93	117.32
15	587.26	10000	74009	31.96	87.26
16	502.94	10000	126405	34.74	79.59
17	160.97	10000	177442	38.17	118.70
18	22.66	10000	187633	31.22	76.24
19	335.00	10000	158956	38.67	70.77
20	229.09	10000	197422	49.50	108.46

-- Random instance No.97 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	521.16	10000	244613	33.17	75.55
2	492.91	10000	52846	30.03	108.08
3	292.53	10000	243971	47.10	110.51
4	296.09	10000	116329	40.32	113.65
5	671.78	10000	167680	42.54	119.47
6	157.64	10000	81491	36.18	74.59
7	6.32	10000	136496	39.05	85.21
8	267.84	10000	115956	36.66	109.19
9	793.41	10000	206198	29.15	107.25
10	82.26	10000	179575	41.13	87.07
11	410.11	10000	200722	32.95	105.21
12	311.84	10000	259409	29.82	83.48
13	630.41	10000	59202	32.41	112.00
14	273.09	10000	195531	29.51	74.65
15	674.10	10000	230566	47.18	91.78
16	886.62	10000	85208	41.85	118.07
17	594.20	10000	121975	36.76	79.72
18	793.75	10000	78881	42.26	104.67
19	393.82	10000	276687	33.62	97.33
20	929.60	10000	184058	41.11	109.42

-- Random instance No.98 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	689.23	10000	99365	45.93	92.64
2	467.80	10000	164959	26.52	109.38
3	925.89	10000	191511	48.56	119.37
4	340.84	10000	48760	36.14	71.72
5	729.20	10000	62997	38.74	116.20
6	889.30	10000	249822	31.05	108.41
7	498.49	10000	237370	30.38	87.63
8	74.94	10000	179073	36.19	114.49
9	872.17	10000	145491	46.92	81.74
10	134.47	10000	78531	47.41	114.12
11	476.73	10000	95992	41.79	71.21
12	426.78	10000	200326	33.60	83.00
13	973.79	10000	251065	25.94	72.09
14	767.39	10000	284274	26.36	74.55
15	450.86	10000	192751	35.59	90.74
16	347.84	10000	244919	44.20	85.98
17	738.61	10000	200043	36.28	114.19
18	672.50	10000	42630	45.92	94.93
19	620.67	10000	45931	48.63	101.09
20	496.43	10000	179604	46.62	118.77

-- Random instance No.99 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	857.30	10000	224117	33.65	117.37
2	820.97	10000	277071	48.02	110.68
3	937.52	10000	139052	25.04	70.58
4	385.59	10000	251190	31.96	79.80
5	786.62	10000	228314	34.97	105.29
6	242.67	10000	273317	25.92	92.22
7	990.66	10000	213078	46.72	82.41
8	503.77	10000	242190	35.72	77.42
9	950.93	10000	84783	39.68	98.60
10	186.68	10000	122322	28.68	83.52
11	543.35	10000	261262	25.62	87.22
12	920.00	10000	141244	37.35	82.52
13	695.44	10000	298093	44.48	82.19
14	883.41	10000	247854	48.22	74.45
15	605.90	10000	154937	49.01	89.70
16	809.07	10000	279465	46.58	96.26
17	883.02	10000	133276	35.83	98.65
18	929.53	10000	131544	49.61	92.83
19	847.52	10000	85175	38.63	112.49
20	684.99	10000	175149	27.15	85.75

-- Random instance No.100 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	25.36	10000	204034	46.41	84.45
2	795.86	10000	119184	44.51	111.98
3	949.15	10000	86593	26.50	79.44
4	52.06	10000	183621	27.78	80.24
5	465.76	10000	123632	31.17	94.38
6	974.33	10000	296813	45.77	76.03
7	104.54	10000	43952	38.05	84.83
8	932.60	10000	35307	35.25	90.36
9	29.68	10000	294076	32.41	115.46
10	860.62	10000	291277	34.96	110.57
11	609.97	10000	156533	34.46	103.23
12	413.21	10000	82161	41.13	82.04
13	38.81	10000	219956	38.01	99.93
14	999.43	10000	211433	45.10	74.35
15	382.66	10000	261958	37.42	88.66
16	892.02	10000	169175	48.93	106.54
17	27.42	10000	211344	35.35	83.11
18	186.55	10000	95293	28.26	83.09
19	74.36	10000	124418	28.60	116.25
20	251.82	10000	170694	32.69	102.74
